,Mean,Variance,Kurtosis,Skewness,contrast,dissimilarity,homogeneity,energy,asm,corr,lbp_energy,lbp_entropy,gabor_energy,gabor_entropy,Label
513,85.025888,2259.866818,-0.326385985,0.670961836,903.9104677,18.81782258,0.188184471,0.021955885,0.000482061,0.800113354,0.164867375,2.806216251,0.394885342,1.912140828,Non_Fire
514,119.55056,1588.13154,0.128908616,0.07294118,1531.037839,29.03254839,0.040864278,0.009277349,8.61E-05,0.517372071,0.174481767,2.760569748,0.200192737,2.605197671,Non_Fire
515,141.739776,1724.383227,-0.658540112,-0.175152352,423.8989355,11.07009677,0.237258988,0.021782137,0.000474461,0.876739728,0.148253534,2.861362576,0.177787719,2.634304959,Non_Fire
516,80.36216,3078.358328,0.148081141,1.189924102,673.8680645,12.96870968,0.23632926,0.032343492,0.001046101,0.891039489,0.151644586,2.850760776,0.484240796,1.7268535,Non_Fire
517,122.905024,2221.590084,-1.00048153,-0.409267766,160.9085484,6.219419355,0.338505314,0.037441109,0.001401837,0.963770477,0.159641581,2.804023482,0.23661978,2.245779506,Non_Fire
518,109.239744,3090.217051,-1.077471974,0.340096104,198.9112419,7.921048387,0.268659431,0.02563946,0.000657382,0.967760546,0.149284052,2.859589029,0.276688978,2.225721463,Non_Fire
519,106.89696,2313.907623,-0.925626511,0.229891202,224.3767581,8.309693548,0.273976903,0.026804317,0.000718471,0.951517839,0.149939607,2.858212104,0.290365851,2.126779348,Non_Fire
520,123.406432,2016.062269,-0.084390068,0.092193139,895.5257903,16.71066129,0.32171997,0.045437468,0.002064563,0.777920948,0.170108945,2.769219402,0.224412789,2.429288309,Non_Fire
521,148.750128,1952.633292,-0.812945426,-0.230514544,604.2602742,12.19846774,0.344120527,0.037330533,0.001393569,0.845211156,0.166237259,2.77640506,0.169844232,2.69241676,Non_Fire
522,115.155648,2453.059806,0.435080434,0.639266722,931.0020645,18.99509677,0.200121463,0.017955315,0.000322393,0.810085011,0.161426629,2.805624985,0.2409612,2.391524371,Non_Fire
523,141.07488,2015.765081,-0.192222953,0.044629966,803.2244677,14.9408871,0.305892311,0.034547709,0.001193544,0.800830887,0.154330031,2.829604493,0.20971998,2.505466774,Non_Fire
524,121.494912,3179.884918,-0.962532968,-0.075255418,1783.997581,25.65287097,0.219310186,0.027793557,0.000772482,0.718967531,0.146563319,2.878005236,0.226132625,2.428130093,Non_Fire
525,89.702912,3495.370971,1.41861523,1.394287058,409.9549516,13.64430645,0.128655442,0.01815556,0.000329624,0.941264318,0.138249235,2.9225171,0.417335459,1.806110317,Non_Fire
526,132.146208,612.5991352,4.841297169,0.538831616,563.9313065,14.37885484,0.296461641,0.074998054,0.005624708,0.539682538,0.185225116,2.720686506,0.298398653,2.165178249,Non_Fire
527,112.85848,2288.204756,1.6066959,1.188284426,436.3602258,10.75783871,0.33729774,0.053235239,0.002833991,0.904866234,0.175144938,2.750779049,0.286615443,2.072945698,Non_Fire
528,92.606,4180.242316,-1.197159368,0.389326878,101.6087258,5.459790323,0.308080128,0.022883363,0.000523648,0.987856278,0.150547675,2.849828901,0.324657669,2.111442736,Non_Fire
529,141.13,3227.29726,-0.717244295,-0.351663317,422.6306774,11.80958065,0.265806159,0.021458282,0.000460458,0.934382074,0.149236178,2.86036427,0.165137456,2.741824748,Non_Fire
530,112.4836,1729.126211,-0.259180337,-0.211106506,743.8930968,17.30874194,0.165733763,0.021273038,0.000452542,0.784202017,0.14595277,2.882211389,0.219269928,2.402901702,Non_Fire
531,87.903632,3140.362825,2.243284349,1.491634612,937.6644677,15.95059677,0.361906313,0.040882767,0.001671401,0.851115096,0.178221993,2.7318083,0.459600807,1.725108391,Non_Fire
532,99.901216,1027.989826,0.183932809,-0.493220134,92.12232258,4.115516129,0.429499768,0.04102463,0.00168302,0.954066575,0.173378697,2.723388301,0.338290187,1.660187402,Non_Fire
533,112.992464,6655.581367,-1.618465607,0.171054508,292.6075161,7.428935484,0.279078191,0.036962407,0.00136622,0.978000856,0.148979106,2.864845354,0.30063687,2.18870366,Non_Fire
534,74.136608,1233.50073,2.334390332,0.983120958,525.0468871,12.82553226,0.349244805,0.050373108,0.00253745,0.786591834,0.19371911,2.678971959,0.537518097,1.431948241,Non_Fire
535,114.736432,4607.276596,-1.049065659,-0.01370229,1380.729774,24.44629032,0.119672424,0.013467056,0.000181362,0.849941187,0.150593135,2.86567543,0.225180931,2.504989744,Non_Fire
536,80.192864,2076.633395,0.05471635,0.817826216,1382.380532,26.77279032,0.047451134,0.0101986,0.000104011,0.666435502,0.140624643,2.919352743,0.335327716,2.12680041,Non_Fire
537,157.709648,2221.787552,-0.154529349,-0.979752437,805.4167581,14.57714516,0.166737127,0.021196138,0.000449276,0.818447627,0.151678287,2.850979066,0.174042058,2.698902025,Non_Fire
538,94.60112,3438.969343,-1.243934215,-0.011812637,352.9879677,9.023903226,0.2182284,0.053820548,0.002896651,0.948651826,0.151543455,2.857309903,0.31559042,2.064754635,Non_Fire
539,139.336896,5338.336677,-1.255632918,-0.265654591,1647.650194,27.15141935,0.090707116,0.011987745,0.000143706,0.84580748,0.143268311,2.894663113,0.173069296,2.789961099,Non_Fire
540,70.322944,1747.663963,-0.101708098,0.700259799,119.8093871,5.242516129,0.429707098,0.08344988,0.006963882,0.965677208,0.183536215,2.690743503,0.491203238,1.414980374,Non_Fire
541,105.817824,2753.554428,0.104715193,0.281644455,512.1579194,11.53530645,0.314628301,0.047363897,0.002243339,0.907023537,0.170124972,2.769395441,0.281629252,2.134499297,Non_Fire
